0,国内,他人の家や車に「ブス」などと悪口描いたか 大学生の25歳女を逮捕,null,栃木県・宇都宮市で他人の家の壁や車に、スプレーで「ブス」などと書いたとして大学生の２５歳の女が逮捕されました。器物損壊の疑いで逮捕されたのは、宇都宮市に住む大学３年生の鈴木夕夏容疑者です。警察によりますと、鈴木容疑者は先月１９日の夜から翌日朝までの間に、近くに住む５９歳男性の家の壁や敷地内にあった車２台にスプレーを使い、「ブス」などと男性の家族に対する悪口を書いた疑いが持たれています。鈴木容疑者は、調べに対し、「スプレーを吹き付けたことは間違いありません」と容疑を認めているということです。鈴木容疑者は、先月、近くに住む別の男性の車にも落書きをしたとしてすでに逮捕されていて、この被害者の家族は鈴木容疑者の小学生時代の知人だったということです。警察は、動機などを詳しく調べています。
1,国内,「重点化」が「ゲンテン化」？　首相、所信表明で複数箇所言い間違い　,https://image.news.livedoor.com/newsimage/stf/c/1/c171f_1715_174737a3_f65e3b27-m.jpg,菅義偉首相が26日に行った所信表明演説では、新型コロナウイルス対策を巡り、医療資源を「重症者に重点化します」という部分を「重症者にゲンテン化します」と述べるなど、複数箇所で言い間違える場面があった。＜米への過剰同調やめねば中国に侮られる　寺島氏＞　演説の内容は26日朝の臨時閣議で決定しており、首相は議場で原稿を読み上げていた。だが、「薬価改定」を「薬価改正」、「策定」を「作成」、子どもの「貧困対策」を「貧困世帯」などと言い間違えたほか、東京オリンピック・パラリンピック開催に向けて「人類がウイルスに打ち勝った証しとして」の「打ち」を読み飛ばすなどした。【佐野格】
2,国内,「娘のために」殺害同意「あり得ない」　埼玉・春日部の26歳遺族主張　座間9人殺害公判,https://image.news.livedoor.com/newsimage/stf/7/b/7b8bb_1715_524d431c_b1338ca5-m.jpg,神奈川県座間市のアパートで2017年に9人の遺体が見つかった事件で、強盗・強制性交等殺人罪などに問われた白石隆浩被告（30）の裁判員裁判は26日、東京地裁立川支部（矢野直邦裁判長）で、5人目の被害者とされる埼玉県春日部市の女性（当時26歳）の事件の審理が始まった。元夫が証人出廷し、女性との間には9歳になる娘がおり、「子どものことを第一に考える人だった。（殺害に同意することは）あり得ない」と答えた。＜初公判＞淡々と「間違いありません」　寝ている?場面も　検察側の質問に答えた元夫は「裕福でなかったので、食べ物や着る物も娘を優先させていた」と振り返った。娘は今も事件のことを知らず、元夫に「ママはどこに行ったの」と問いかけるという。昨年、墓参りをした際に伝えようとしたが、「勇気がなくて言えなかった」と声を詰まらせた。　検察側は、女性は一時同居していた義理の両親と関係が悪くなり、精神的に不安定になったと指摘。17年8月に離婚し、同年9月23日にツイッターで被告と知り合うと、24日に被告宅に向かって被害に遭ったとしている。殺害への承諾があったとする弁護側の主張について、「離婚後も一緒にいたいと本人から聞いており、あり得ない」と語った。過去には「自殺を止めてほしい」と伝えられたこともあったと述べた。　女性の母も出廷。「もう二度と娘に会えないと思うと生きていくのも苦しい」と涙声で語った。「そばにいてあげればこうはならなかったのか」と自分を責めたこともあるといい、白石被告に対しては「ずっと苦しい気持ちで生きていかねばならないことを分かってほしい」と訴えた。元夫と母はともに死刑を求めた。　法廷では傍聴人や被告から証人の姿が見えないよう、ついたてが立てられた。【林田奈々】
3,国内,Nintendo Switchの供給状況が回復か「店頭で普通に買えた」報告多数,null,任天堂の家庭用ゲーム機「ニンテンドースイッチ」が家電量販店などの店頭に戻り始めている。新型コロナウイルスの感染拡大に伴う生産遅延および需要増で、2月ごろから品薄が続いていたニンテンドースイッチ本体（ライトを含む）の供給状況が回復したとみられる。ツイッターでは9月以降、「店頭でスイッチが普通に買えた。抽選販売なんていらなかった」といった報告が多数寄せられている。キャリコネニュース編集部が10月25日、ヨドバシカメラ秋葉原店を訪れたところ、確かに本体が売っている。特に客が群がる様子もなく、あっけなく購入できてしまった。26日に同じくヨドバシカメラのさいたま新都心駅前店も確認したが、いずれのカラーも販売中だった。かつては抽選倍率100倍となっていたが……任天堂は2月、新型コロナウイルスの影響で一部部品の調達に支障があるとして、生産および出荷の遅延を発表。その後、6月には「生産状況はほぼ回復」（同社広報）と回答していたものの、外出自粛や人気ソフト発売などに伴う需要増から品薄が続いていた。同社の広報担当者に出荷、流通状況を問い合わせると「出荷状況等に関しては特にお伝えしていません」として明言を避けた。メルカリでは一時、ニンテンドースイッチ本体の定価2万9980円（税別）を2倍近く上回る6万円前後の高額転売が横行。公式通販サイト「マイニンテンドーストア」や各家電販店などでは抽選販売を実施し、6月には倍率が100倍以上にのぼることもあった。10月現在も、人気シリーズ「あつまれ　どうぶつの森」同梱版など一部モデルでは抽選販売を継続しているものの、供給状況はおおよそ回復したとみられる。「マイニンテンドーストア」は26日までにスイッチライトの販売を再開。ビックカメラ.comでは、ニンテンドースイッチ本体（ネオンブルー／ネオンレッド）が「メーカー在庫あり」、スイッチライトの各カラーは「在庫あり」と表示されていた。メルカリでは、取引相場が3万円台に下落。直近の2〜3日では、3万円台後半の出品にはほとんど買い手が付いておらず、2万円台後半〜3万円台前半の中古品が人気だった。新品定価を考えると、転売ヤーが手数料・送料を差し引いて利益を出すことは、現在は難しくなっていると言えるだろう。
4,国内,コンビニで下半身を約15分を露出も気付かれず のちに男を逮捕,https://image.news.livedoor.com/newsimage/stf/d/e/debe8_188_941a298e_ed35ae9e-m.jpg,25日、愛知県名古屋市天白区のコンビニエンスストアの店内で下半身を露出して歩いたとして、32歳の男が逮捕された。　男は6月17日午前1時頃、天白区のコンビニエンスストアで、約15分間下半身を露出して歩いた疑いが持たれている。警察によると、当時店内に客はおらず、女性店員もその事実に気がついておらず、うろついた後飲み物を買って店を出た。　​>>28歳男、路上で下半身を露出し局部をスマホライトで照射「キャーと逃げていくことに快感」ドン引きの声<<​​​　女性店員は、男の15分間店内を練り歩くという行動に疑問を持ち、防犯カメラの映像を確認。その結果、男がチャックから下半身を露出していることに気が付き、警察に通報。映像などを元に捜査を進めていた。　その結果、25日になり、同区に住む32歳男の犯行である可能性が高まり、公然わいせつの疑いで逮捕された。男は警察の取り調べに対し、容疑を認めているという。動機は判明していないが、いわゆる露出狂の類である可能性が高いと見られている。誰も気が付かなかったのは、不幸中の幸いだった。　15分間下半身を露出して歩いたにもかかわらず人知れず退店し、その後防犯カメラの映像を元に捕まるという事件に「ダサすぎる。15分ウロウロするだけでもかなり不審だけど、プラスアルファがあっても気がついてもらえないなんて。色々とお粗末だね」「驚いてもらいたかったんだろうが、情けないね」と憐れむ声が上がる。　また、「気が付かれなかったと言っても犯罪であることには変わりない。許せない」「決して笑い話じゃない。こういう人間がエスカレートして酷い性犯罪を起こす」「映像とは言え、見たくないものを見せつけた罪は重い」という声もあった。　色々なものがお粗末だった今回の事件。警察には再犯防止も含め、しっかりと対応してもらいたい。
5,国内,伊藤詩織さん、虚偽告訴などの疑いで9月末に書類送検 元TBS記者が投稿,https://image.news.livedoor.com/newsimage/stf/9/9/99186_1322_3dc0fd9b_789beff4-m.jpg,"ジャーナリストの伊藤詩織さんが元TBS記者の山口敬之さんから性暴力被害を受けたと訴えた事件に関連して、伊藤さんが書類送検されていたことがわかった。関係者によると、まだ最終的な処分は出ていないという。●現在、民事訴訟がおこなわれている伊藤さんは、2015年4月に山口さんから性暴力を受けたと被害を訴えて、山口さんが同年8月、準強姦罪（当時）の疑いで書類送検されたが、山口さんは2016年7月、嫌疑不十分のため不起訴処分となった。伊藤さんは2017年9月、慰謝料などをもとめて東京地裁に提訴。山口さんは名誉毀損だとして反訴したが、東京地裁は2019年12月、山口さんが合意のないまま性行為に及んだと認めて、山口さんに330万円の支払いを命じた。現在、山口さんが不服として控訴している。●山口さんが刑事告訴していたこうした状況の中、山口さんは10月25日、自身のフェイスブックを更新して、伊藤さんが書類送検されたことは事実だなどと投稿した。投稿によると、山口さんは2019年6月、伊藤さんが虚偽の犯罪被害を捏造して警察や裁判所に訴え出たうえに、「デートレイプドラッグを盛られた」などと名誉を傷つけたとして、警視庁に刑事告訴していた（同年7月正式受理）。容疑は、虚偽告訴と名誉毀損で、警視庁から、ことし9月28日に書類送検されたという連絡があったという。伊藤さんは9月23日、自身のフェイスブック上で「今月は突然、警視庁から虚偽告訴、名誉毀損罪で取り調べを受けた」という内容を投稿していた。●原則として、捜査事件はすべて送検されるそもそも書類送検とはどういうものなのだろうか。刑事訴訟法には次のように書かれている。「司法警察員は、犯罪の捜査をしたときは、この法律に特別の定のある場合を除いては、速やかに書類及び証拠物とともに事件を検察官に送致しなければならない」（同246条本文）要するに、警察は""原則""として、捜査した事件はすべて送致（送検）しなければならないのだ。このうち書類送検は、捜査対象の人を逮捕せずに、捜査書類だけを検察官に送致する手続きをいう。また今回のような告訴事件について、刑事訴訟法には、次のように書かれている。「司法警察員は、告訴又は告発を受けたときは、速やかにこれに関する書類及び証拠物を検察官に送付しなければならない」（同242条）書類送検されたあとは、起訴するか、不起訴処分（嫌疑不十分・起訴猶予）とするか、検察官が判断することになっている。【編集部より】刑事訴訟法242条について加筆しました（2020年10月26日17時35分）"
6,国内,「鬼滅の刃を見たいので、休みます」ラーメン屋の休業理由が話題,null,"「鬼ヒット」とも呼ばれているのが、劇場版「鬼滅の刃」無限列車編だ。2020年10月16日の公開からわずか10日間で、興行収入100億円を突破したと発表されている。そんな中、「鬼滅の刃を見たいので、休みます」という貼り紙をして、臨時休業する店も現れ、話題となっている。近所のラーメン屋来たら鬼休みだった pic.twitter.com/jNjnL3bFRP— オダッチェン子 (Oдaченко) (@sodatschko) October 22, 2020 貼り紙には、「お休みのお知らせ　10月22日、鬼滅の刃が見たいので、休みます」と書かれている。「実はちょうど1か月ぶりの休みなんです」という但し書きも付けられているが......。このツイートには、「近所のラーメン屋来たら、鬼休みだった」というコメントが添えられている。もはや「鬼休み」という造語が生まれるほどの、社会現象と言えるかもしれない。ツイッターには、こんな声が寄せられている。「この店長さん正直でいいですね！ええ、こんな時だから気分転換も必要です」「こういう休業、好き！」「こういうお店ってなんか憎めない」「日曜の呼吸」「会社休む理由に使お」Jタウンネット記者は、「鬼休み」を決断したラーメン店「ぱたぱた家」（東京都立川市）の店主を取材した。「どうしても見たかったんです」「む！ それは仕方ない！」      オダッチェン子さん（＠sodatschko）のツイートより  貼り紙が話題の「ぱたぱた家」はJR南武線の西国立駅から徒歩数分の場所に、今年3月に開業したばかりだ。まず、この貼り紙を発見し、ツイッターに投稿したオダッチェン子さん（＠sodatschko）に話を聞くと...。「1か月ぶりのお休みということで、たまたまそんな日に当たってしまって、僕も間が悪いなというのと（笑）、理由についてもわりと納得してしまったというのが正直なところです。ちなみに翌日にあらためて行って食べてきました」ちなみに、オダッチェン子さんと「ぱたぱた家」店主のタクマさん（＠patapataramen）は、ツイッター上でこんなリプライを交わしている。「申し訳ありません。どうしても見たかったんです またの機会お待ちしてまーす」（タクマさん）「いえいえ、まったく気にしていませんのでお気遣い無く！ むしろ『うむ！ それは仕方ない！』と煉獄さんばりに頷いておりましたｗ」（オダッチェン子さん）「ありがとうございます！ 麺柱目指して頑張ります」（タクマさん）      ぱたぱた家のタクマさん（＠patapataramen）のツイートより  次に、ぱたぱた家店主のタクマさんこと、丸田拓馬さんに話を聞いた。劇場版「鬼滅の刃」が見たかった理由をこう語った。「週刊少年ジャンプで『鬼滅の刃』の連載が始まった最初からずっと読んでいたので、映画が決まった瞬間から見に行こうと思っていました。もちろんTVアニメも観てました」2016年2月の連載スタート当初からのファンであることを強調した。けっしてニワカじゃない、筋金入りの鬼滅ファンだったのだ。10月22日をお休みに決めた訳を聞くと......、「嫁と見に行く予定だったので、嫁の休みに合わせました」と丸田さん。なんとも泣かせる理由だった。映画館は立川のシネマシティだという。「映像のクオリティが凄くて最高でした」と、大満足の様子だった。      ぱたぱた家のタクマさん（＠patapataramen）のツイートより  常連のお客様からの反応はどうだったのか？「正直な休み方好きって言ってくれる方がけっこういました」意外にも、かなり好評だったようだ。確かに、冒頭のツイートにも、「これは仕方ない」「もっと休んでもいい」といった声が多かった。「鬼休み」......、いまや社会に許容されるライフスタイルかもしれない。「映画『鬼滅の刃』を観たいから」と、休む理由をきっぱり明言する。Jタウンネット記者も、これからそうしようと思った。"
7,国内,横須賀市でまた異臭騒ぎが発生「ガスのにおいがする」と通報27件,https://image.news.livedoor.com/newsimage/stf/6/1/61857_1726_1d0b00b5_eca8c996-m.jpg,神奈川県でまた異臭騒ぎが発生、住民に不安が広がっている。横須賀市で10月26日午前11時ごろから「ガスのにおいがする」という内容の通報が合わせて27件あり、消防が出動した。周辺で取材を進めると異臭を嗅いだという人が相次いだ。横須賀市民「12時ちょっと前頃ガス臭いなっていう感じはしました。本当にプロパンガスみたいな感じでした。家のガスが漏れてるのかなと思ったんですけど、確かめてみたら漏れてなかったのでなんかちょっと不安ですよね」横須賀市民B「9時前ぐらい、焦げ臭い感じで、結構いろんなところしていた」横須賀市民C「6時ぐらいですか、朝。生ゴミみたいな、生臭い感じでした。前はガソリンの臭いとか、焦げた臭いとかしたときはあったんですけど、日によって何か異臭の感じが違うなというのがありました。不安ですね。怖いですね」横須賀消防局の庁舎内でも消防職員がガスのにおいを感じ周辺の空気を採取。また直線で、およそ700メートル離れた横須賀市環境管理課の事務室でもガスのにおいがしたことから職員が空気を採取した。さらに横浜市の金沢区でも異臭に関する情報が相次ぐなど広い範囲にわたって異臭が発生していたことが分かった。横浜市金沢区の住民「ガスレンジのガスをひねって火がつかなかったときの都市ガスのにおいとまったく同じような臭いでした。(どのくらいにおいは続いた?)3分ほどは家の中でも漂ってました。」6月以降、神奈川県内の沿岸部を中心に続いている異臭騒ぎ。今なお発生原因が特定されていないことを受け、国も動き出している。10月23日には神奈川県の黒岩知事が小泉環境相と面会した。神奈川県黒岩知事「住民の皆さん非常に不安に思っているので、成分はある程度見えてきましたけど、なぜそうなっているのかはわからない」知事は環境省から大気採取のための機器40台を借り受けたことへの感謝を伝えるとともに、県と国が連携して究明を急ぐ方針で一致した。原因不明のまま不安が募る異臭騒ぎ。神奈川県は横須賀市で採取された空気の分析を行い、結果は1週間以内にも分かる見通し。
8,国内,藤井聡太二冠の三冠目獲得は2021年度以降に 王将戦挑戦者決定リーグで敗退,null,将棋の藤井聡太二冠は26日、東京都渋谷区で指された第70期王将戦挑戦者決定リーグで永瀬拓矢王座に負け、通算成績が0勝3敗となり挑戦の可能性は消えた。2020年度のタイトル戦出場はなくなり、三冠目の獲得は21年度以降になった。
9,国内,大阪都構想コスト218億円増 維新「財政成り立つ」 自民「なぜ数字出さなかった」,https://image.news.livedoor.com/newsimage/stf/3/3/334f8_1715_8a3b429d_615562f6-m.jpg,大阪市を分割した四つの自治体の行政コスト「基準財政需要額」について、現状と分割後を比較した市財政局の試算は、都構想の実現で誕生する4特別区の財政運営に懸念を生じさせる結果となった。新たに表面化した218億円の行政コストを各政党はどう受け止めたのか。【図解でわかる大阪都構想】　都構想の制度案を議論する計37回の法定協議会で、自民は独自試算として毎年の行政コストが約200億円増えると指摘し、府市の副首都推進局に資料の作成を求めてきた。しかし、法定協で多数派を占める大阪維新の会などはこれに応じず、実現しなかった。財政局が試算した行政コストは、自民が指摘した数字に近い数字となった。　維新代表の松井一郎大阪市長は、報道陣に「特別区は（需要額を算出する）係数が定まっておらず、計算できないため、（実際の事業の）リアルな数字を積み上げて長期的に財政が成り立つことを示した」と話し、財政上の懸念はないとの認識を示した。　維新とともに都構想に賛成する公明市議団の西崎照明幹事長は「行政コストは協定書とは違う話。住民投票で可決されたら、（特別区になる）2025年1月以降も住民サービスが維持されるよう党として主張していく」と話した。　一方で特別区の行政コストを独自試算した自民の川嶋広稔市議は「全てオープンにして堂々と議論すべきだったのに、副首都推進局はなぜ数字を出してこなかったのか。本来は法定協で取り上げてほしかった」と憤った。　同じく反対する共産市議団の山中智子団長は「松井市長が計算するよう指示を出して、市民に説明を尽くし、それでも大阪市を廃止・分割するのかを市民に問うべきだった。多くの市民に特別区の本当の姿を知っていただきたい」と話した。【矢追健介、田畠広景、野田樹】
